"Plot"	"Block"	"Treatment"	"GrazeTime"	"Sample"	"AG"	"BG"	"BX"	"CBH"	"LAP"	"NAG"	"PER1"	"PEROX"	"PHENOX"	"PHOS"
"1"	"1"	"NO"	"PRE"	"1"	0	0.257581170123419	0.135385908428153	0.106992027975786	0.527644443861968	0.0567485363990903	0.296097789296113	0.504135304984578	0.411664462765792	0.996979927336857
"1"	"1"	"NO"	"PRE"	"2"	0.169737576193486	0.371900704021638	0.396747749025897	0.14887207268161	0.535918069829115	0.129414749922822	0	0.466941687396378	0.80933492257555	0.993447728200471
"1"	"1"	"NO"	"PRE"	"3"	0.137670002400142	0.266732230007849	0.172199957544204	0.0729715393326288	0.484781345581011	0.0332674421722691	0.228235003405051	0.406826424802699	0.346894298813853	0.727095569387264
"1"	"1"	"NO"	"PRE"	"4"	0.028487493626045	0.274035871706215	0.0797155343047886	0.138859247944723	0.531083576882371	0.0294469775566409	0	0.222510812192756	0.496233887720756	0.321105401762887
"1"	"1"	"NO"	"PRE"	"5"	0.15877307101624	0.239788453823709	0.210478509635575	0.120879047404427	0.514916367446071	0.0355611831982157	0.354174548049375	0.429035311376827	0.210175876733834	0.408331516092517
"1"	"1"	"NO"	"24H"	"1"	0.124208891617398	0.372180155424681	0.325086292879362	0.218189232089795	0.531954202398416	0	0.257270271366134	0.46591536639708	0.402922035054011	0.112241110819576
"1"	"1"	"NO"	"24H"	"2"	0.207503076041839	0.540105269325751	0.34246763544111	0.250191797832675	0.576366599182726	0	0.00365095431884013	0.25789620913132	0.413351579445593	0.0444833835563385
"1"	"1"	"NO"	"24H"	"3"	0.0822785195301175	0.365413511341704	0.272584481561048	0.145775355012846	0.377434083067977	0.0350985774411165	0.218250814471016	0.389106358508514	0.331843663175184	0
"1"	"1"	"NO"	"24H"	"4"	0	0.271025100246856	0.0594917316977098	0.121166057764953	0.513242413202501	0.0277802100866356	0.45572549620353	0.508463489941046	0.199731392518326	0
"1"	"1"	"NO"	"24H"	"5"	0.377475843960092	0.457201186494602	0.511356621935876	0.366768862353739	0.591883928228099	0.0709716638943659	0.121074525167392	0.368091124640872	0.431045146251698	0.0834791059243473
"1"	"1"	"NO"	"1WK"	"1"	0.895178034502485	1	0.909760366144079	0.999441155015917	0.785409859555893	0.480648368745635	0.0923494288812496	0.336573755058251	0.419318586982074	0.98963631552791
"1"	"1"	"NO"	"1WK"	"2"	0.771184615195109	0.714589902040096	0.548979706613775	0.370405648703636	0.766262229243161	0.29436946890716	0.262389342111356	0.438493074379268	0.351415968774868	0.813620647399093
"1"	"1"	"NO"	"1WK"	"3"	0.544352978441557	0.526790486035493	0.51463009957962	0.351693610027548	0.713586975833888	0.239758164823704	0.143976147108676	0.0815163352047652	0	0.656742857119058
"1"	"1"	"NO"	"1WK"	"4"	0.0390848268414688	0.309927865641155	0.135839295993697	0.0510599131150201	0.648613293532037	0.158229416027657	0	0.173086384814757	0.414225104369465	0.323533753690707
"1"	"1"	"NO"	"1WK"	"5"	0.522495466967151	0.608122309095903	0.585233089381882	0.411564596926483	0.771791328865231	1	0.0746337810135597	0.165623505967974	0.166302729047169	0.857282822790349
"1"	"1"	"NO"	"4WK"	"1"	0.0594601897233721	0.312680608369313	0.305075508821802	0.271604987655265	0.60395237397307	0	0.35910168637232	0.436077629597451	0.214841593368202	0
"1"	"1"	"NO"	"4WK"	"2"	0.00329974943609756	0.325320198949665	0.230429404466177	0.239204216693559	0.514902247287498	0	0.318465175939416	0.569630365964415	0.4872302480285	0
"1"	"1"	"NO"	"4WK"	"3"	0.184482646672359	0.510214378789713	0.424462376961742	0.405223222554008	0.629845440791996	0.102782904542559	0	0.0639211208650548	0.312521630276315	0
"1"	"1"	"NO"	"4WK"	"4"	0.1522545323191	0.559568775957923	0.437290579441549	0.40482232869025	0.795220178931904	0.111968629750607	0	0.283885203469278	0.550394842239521	0
"1"	"1"	"NO"	"4WK"	"5"	0.269062844896584	0.6492090494176	0.33167067656329	0.479933339397407	0.690729543308227	0.0488600144813516	0.238451361544548	0.486562349721246	0.462228652274659	0
"2"	"1"	"LO"	"PRE"	"1"	0	0.27823580680136	0.0931459666409745	0.0825285538031025	0.418523838037229	0	0.283295489900768	0.633681504443335	0.639374755222926	0.617946692669655
"2"	"1"	"LO"	"PRE"	"2"	0.51630852080453	0.698314479569269	0.782032855852833	0.754972361273184	0.81976156763445	0.509224667696969	0.554964734890466	0.599870600179332	0.211890010022502	1
"2"	"1"	"LO"	"PRE"	"3"	0.341001723063651	0.343299403860382	0.286702680386262	0.171633923976433	0.545002337182343	0.122862056104246	0.285150381778269	0.462308261606939	0.358828674273711	0.519497936738634
"2"	"1"	"LO"	"PRE"	"4"	0.103932745714678	0.258492750355604	0.202721214262595	0.0667911693790943	0.48534622425112	0.0856102636885599	0.449397759299593	0.600172275880839	0.35718093294481	0.173218061372393
"2"	"1"	"LO"	"PRE"	"5"	0.225777086384119	0.340275310431539	0.295702436772499	0.377665562934195	0.615201289805105	0.198338377772403	0.402238813445826	0.577097225156263	0.384434404810554	0.251482429923464
"2"	"1"	"LO"	"24H"	"1"	0.130670566775633	0.432511038079044	0.448286221180085	0.268643942069384	0.526087083295822	0.0236869232861891	0.198035322077383	0.410138049430552	0.393689984051545	0.0199092307973595
