"Plot"	"Block"	"Treatment"	"GrazeTime"	"Sample"	"Substrate"	"Enzyme_nm_g_hr"
"2"	"1"	"LO"	"24H"	"5"	"PHOS"	0
"2"	"1"	"LO"	"1WK"	"5"	"PHOS"	172.6876951
"2"	"1"	"LO"	"4WK"	"5"	"PHOS"	0
"3"	"1"	"HI"	"PRE"	"1"	"AG"	0
"3"	"1"	"HI"	"24H"	"1"	"AG"	5.32824968
"3"	"1"	"HI"	"1WK"	"1"	"AG"	47.39758721
"3"	"1"	"HI"	"4WK"	"1"	"AG"	18.40512232
"3"	"1"	"HI"	"PRE"	"1"	"BG"	363.0983151
"3"	"1"	"HI"	"24H"	"1"	"BG"	293.0719544
"3"	"1"	"HI"	"1WK"	"1"	"BG"	498.9299561
"3"	"1"	"HI"	"4WK"	"1"	"BG"	470.0373683
"3"	"1"	"HI"	"PRE"	"1"	"BX"	64.38018104
"3"	"1"	"HI"	"24H"	"1"	"BX"	48.26776513
"3"	"1"	"HI"	"1WK"	"1"	"BX"	105.0817686
"3"	"1"	"HI"	"4WK"	"1"	"BX"	66.01354041
"3"	"1"	"HI"	"PRE"	"1"	"CBH"	39.07186361
"3"	"1"	"HI"	"24H"	"1"	"CBH"	25.34821642
"3"	"1"	"HI"	"1WK"	"1"	"CBH"	44.07099703
"3"	"1"	"HI"	"4WK"	"1"	"CBH"	47.02734179
"3"	"1"	"HI"	"PRE"	"1"	"LAP"	621.0287763
"3"	"1"	"HI"	"24H"	"1"	"LAP"	437.9430058
"3"	"1"	"HI"	"1WK"	"1"	"LAP"	629.8178877
"3"	"1"	"HI"	"4WK"	"1"	"LAP"	484.4104031
"3"	"1"	"HI"	"PRE"	"1"	"NAG"	34.47185086
"3"	"1"	"HI"	"24H"	"1"	"NAG"	7.524493997
"3"	"1"	"HI"	"1WK"	"1"	"NAG"	59.2179251
"3"	"1"	"HI"	"4WK"	"1"	"NAG"	12.88829252
"3"	"1"	"HI"	"PRE"	"1"	"PER1"	1.559385791
"3"	"1"	"HI"	"24H"	"1"	"PER1"	7.481148575
"3"	"1"	"HI"	"1WK"	"1"	"PER1"	3.92492462
"3"	"1"	"HI"	"4WK"	"1"	"PER1"	5.548691378
"3"	"1"	"HI"	"PRE"	"1"	"PEROX"	8.416919101
"3"	"1"	"HI"	"24H"	"1"	"PEROX"	13.13108751
"3"	"1"	"HI"	"1WK"	"1"	"PEROX"	9.501984083
"3"	"1"	"HI"	"4WK"	"1"	"PEROX"	17.31657769
"3"	"1"	"HI"	"PRE"	"1"	"PHENOX"	6.85753331
"3"	"1"	"HI"	"24H"	"1"	"PHENOX"	5.649938934
"3"	"1"	"HI"	"1WK"	"1"	"PHENOX"	5.577059463
"3"	"1"	"HI"	"4WK"	"1"	"PHENOX"	11.76788631
"3"	"1"	"HI"	"PRE"	"1"	"PHOS"	297.4062071
"3"	"1"	"HI"	"24H"	"1"	"PHOS"	0
"3"	"1"	"HI"	"1WK"	"1"	"PHOS"	288.3144823
"3"	"1"	"HI"	"4WK"	"1"	"PHOS"	0
"3"	"1"	"HI"	"PRE"	"2"	"AG"	0
"3"	"1"	"HI"	"24H"	"2"	"AG"	10.96127032
"3"	"1"	"HI"	"1WK"	"2"	"AG"	101.7864894
"3"	"1"	"HI"	"4WK"	"2"	"AG"	4.949727622
"3"	"1"	"HI"	"PRE"	"2"	"BG"	428.0118085
"3"	"1"	"HI"	"24H"	"2"	"BG"	356.6988885
"3"	"1"	"HI"	"1WK"	"2"	"BG"	737.4832196
"3"	"1"	"HI"	"4WK"	"2"	"BG"	378.7102725
"3"	"1"	"HI"	"PRE"	"2"	"BX"	77.89810126
"3"	"1"	"HI"	"24H"	"2"	"BX"	51.52265187
"3"	"1"	"HI"	"1WK"	"2"	"BX"	143.0330922
"3"	"1"	"HI"	"4WK"	"2"	"BX"	47.63279004
"3"	"1"	"HI"	"PRE"	"2"	"CBH"	34.97433227
"3"	"1"	"HI"	"24H"	"2"	"CBH"	28.04160537
"3"	"1"	"HI"	"1WK"	"2"	"CBH"	62.13238124
"3"	"1"	"HI"	"4WK"	"2"	"CBH"	34.17644058
"3"	"1"	"HI"	"PRE"	"2"	"LAP"	662.6560176
"3"	"1"	"HI"	"24H"	"2"	"LAP"	455.785803
"3"	"1"	"HI"	"1WK"	"2"	"LAP"	640.7049882
"3"	"1"	"HI"	"4WK"	"2"	"LAP"	455.6758719
"3"	"1"	"HI"	"PRE"	"2"	"NAG"	34.77008457
"3"	"1"	"HI"	"24H"	"2"	"NAG"	9.28642139
"3"	"1"	"HI"	"1WK"	"2"	"NAG"	64.01206545
"3"	"1"	"HI"	"4WK"	"2"	"NAG"	0.014227357
"3"	"1"	"HI"	"PRE"	"2"	"PER1"	2.410669076
"3"	"1"	"HI"	"24H"	"2"	"PER1"	4.797300955
"3"	"1"	"HI"	"1WK"	"2"	"PER1"	3.711832492
"3"	"1"	"HI"	"4WK"	"2"	"PER1"	2.715361583
"3"	"1"	"HI"	"PRE"	"2"	"PEROX"	8.664605162
"3"	"1"	"HI"	"24H"	"2"	"PEROX"	12.98196008
"3"	"1"	"HI"	"1WK"	"2"	"PEROX"	0.898146067
"3"	"1"	"HI"	"4WK"	"2"	"PEROX"	15.41619067
"3"	"1"	"HI"	"PRE"	"2"	"PHENOX"	6.253936085
"3"	"1"	"HI"	"24H"	"2"	"PHENOX"	8.184659125
"3"	"1"	"HI"	"1WK"	"2"	"PHENOX"	0
"3"	"1"	"HI"	"4WK"	"2"	"PHENOX"	12.70082909
"3"	"1"	"HI"	"PRE"	"2"	"PHOS"	167.8107811
"3"	"1"	"HI"	"24H"	"2"	"PHOS"	0
"3"	"1"	"HI"	"1WK"	"2"	"PHOS"	167.0872779
"3"	"1"	"HI"	"4WK"	"2"	"PHOS"	0
"3"	"1"	"HI"	"PRE"	"3"	"AG"	43.44269312
"3"	"1"	"HI"	"24H"	"3"	"AG"	76.29292691
"3"	"1"	"HI"	"1WK"	"3"	"AG"	53.6447289
"3"	"1"	"HI"	"4WK"	"3"	"AG"	28.31117093
"3"	"1"	"HI"	"PRE"	"3"	"BG"	637.3407625
"3"	"1"	"HI"	"24H"	"3"	"BG"	807.3451822
"3"	"1"	"HI"	"1WK"	"3"	"BG"	492.5091322
"3"	"1"	"HI"	"4WK"	"3"	"BG"	556.329431
"3"	"1"	"HI"	"PRE"	"3"	"BX"	102.4239093
"3"	"1"	"HI"	"24H"	"3"	"BX"	187.2041195
"3"	"1"	"HI"	"1WK"	"3"	"BX"	94.28822588
"3"	"1"	"HI"	"4WK"	"3"	"BX"	105.5320068
"3"	"1"	"HI"	"PRE"	"3"	"CBH"	71.62087175
"3"	"1"	"HI"	"24H"	"3"	"CBH"	93.48159053
"3"	"1"	"HI"	"1WK"	"3"	"CBH"	42.46090028
"3"	"1"	"HI"	"4WK"	"3"	"CBH"	62.26258585
"3"	"1"	"HI"	"PRE"	"3"	"LAP"	677.9887377
"3"	"1"	"HI"	"24H"	"3"	"LAP"	970.9603395
"3"	"1"	"HI"	"1WK"	"3"	"LAP"	490.3956364
"3"	"1"	"HI"	"4WK"	"3"	"LAP"	641.2327454
"3"	"1"	"HI"	"PRE"	"3"	"NAG"	92.10863944
"3"	"1"	"HI"	"24H"	"3"	"NAG"	102.0836565
"3"	"1"	"HI"	"1WK"	"3"	"NAG"	49.27882547
"3"	"1"	"HI"	"4WK"	"3"	"NAG"	37.16182216
"3"	"1"	"HI"	"PRE"	"3"	"PER1"	7.349894194
"3"	"1"	"HI"	"24H"	"3"	"PER1"	12.88291228
"3"	"1"	"HI"	"1WK"	"3"	"PER1"	4.277449053
"3"	"1"	"HI"	"4WK"	"3"	"PER1"	6.704815925
"3"	"1"	"HI"	"PRE"	"3"	"PEROX"	11.19544222
"3"	"1"	"HI"	"24H"	"3"	"PEROX"	16.65242413
"3"	"1"	"HI"	"1WK"	"3"	"PEROX"	5.023991828
"3"	"1"	"HI"	"4WK"	"3"	"PEROX"	18.10702749
"3"	"1"	"HI"	"PRE"	"3"	"PHENOX"	3.845548022
"3"	"1"	"HI"	"24H"	"3"	"PHENOX"	3.769511847
"3"	"1"	"HI"	"1WK"	"3"	"PHENOX"	0.746542775
"3"	"1"	"HI"	"4WK"	"3"	"PHENOX"	11.40221156
"3"	"1"	"HI"	"PRE"	"3"	"PHOS"	23.52082138
"3"	"1"	"HI"	"24H"	"3"	"PHOS"	144.9931276
"3"	"1"	"HI"	"1WK"	"3"	"PHOS"	143.2458373
"3"	"1"	"HI"	"4WK"	"3"	"PHOS"	0
"3"	"1"	"HI"	"PRE"	"4"	"AG"	67.39994617
"3"	"1"	"HI"	"24H"	"4"	"AG"	22.18383836
"3"	"1"	"HI"	"1WK"	"4"	"AG"	70.5547005
"3"	"1"	"HI"	"4WK"	"4"	"AG"	22.11502675
"3"	"1"	"HI"	"PRE"	"4"	"BG"	615.1979675
"3"	"1"	"HI"	"24H"	"4"	"BG"	431.0905969
"3"	"1"	"HI"	"1WK"	"4"	"BG"	619.5308697
"3"	"1"	"HI"	"4WK"	"4"	"BG"	405.4625792
"3"	"1"	"HI"	"PRE"	"4"	"BX"	180.9749516
"3"	"1"	"HI"	"24H"	"4"	"BX"	84.32517126
"3"	"1"	"HI"	"1WK"	"4"	"BX"	106.9710726
"3"	"1"	"HI"	"4WK"	"4"	"BX"	74.89297314
"3"	"1"	"HI"	"PRE"	"4"	"CBH"	82.15198186
"3"	"1"	"HI"	"24H"	"4"	"CBH"	41.23605762
"3"	"1"	"HI"	"1WK"	"4"	"CBH"	65.48966696
"3"	"1"	"HI"	"4WK"	"4"	"CBH"	54.05691643
"3"	"1"	"HI"	"PRE"	"4"	"LAP"	519.9876036
"3"	"1"	"HI"	"24H"	"4"	"LAP"	801.7482996
"3"	"1"	"HI"	"1WK"	"4"	"LAP"	620.6173445
"3"	"1"	"HI"	"4WK"	"4"	"LAP"	498.1447235
"3"	"1"	"HI"	"PRE"	"4"	"NAG"	101.3518862
"3"	"1"	"HI"	"24H"	"4"	"NAG"	33.64406842
"3"	"1"	"HI"	"1WK"	"4"	"NAG"	42.70932423
"3"	"1"	"HI"	"4WK"	"4"	"NAG"	4.793502501
"3"	"1"	"HI"	"PRE"	"4"	"PER1"	3.767406643
"3"	"1"	"HI"	"24H"	"4"	"PER1"	7.678802542
"3"	"1"	"HI"	"1WK"	"4"	"PER1"	4.396967028
"3"	"1"	"HI"	"4WK"	"4"	"PER1"	3.733460783
"3"	"1"	"HI"	"PRE"	"4"	"PEROX"	16.19756591
"3"	"1"	"HI"	"24H"	"4"	"PEROX"	20.49280898
"3"	"1"	"HI"	"1WK"	"4"	"PEROX"	7.414192975
"3"	"1"	"HI"	"4WK"	"4"	"PEROX"	12.00617506
"3"	"1"	"HI"	"PRE"	"4"	"PHENOX"	12.43015927
"3"	"1"	"HI"	"24H"	"4"	"PHENOX"	12.81400644
"3"	"1"	"HI"	"1WK"	"4"	"PHENOX"	3.017225947
"3"	"1"	"HI"	"4WK"	"4"	"PHENOX"	8.27271428
"3"	"1"	"HI"	"PRE"	"4"	"PHOS"	11.98747027
"3"	"1"	"HI"	"24H"	"4"	"PHOS"	4.434210321
"3"	"1"	"HI"	"1WK"	"4"	"PHOS"	185.5255761
"3"	"1"	"HI"	"4WK"	"4"	"PHOS"	0
"3"	"1"	"HI"	"PRE"	"5"	"AG"	38.95500606
"3"	"1"	"HI"	"24H"	"5"	"AG"	22.43996602
"3"	"1"	"HI"	"1WK"	"5"	"AG"	84.39640079
"3"	"1"	"HI"	"4WK"	"5"	"AG"	50.17802038
"3"	"1"	"HI"	"PRE"	"5"	"BG"	637.7801507
"3"	"1"	"HI"	"24H"	"5"	"BG"	386.242206
"3"	"1"	"HI"	"1WK"	"5"	"BG"	657.9077631
"3"	"1"	"HI"	"4WK"	"5"	"BG"	703.8448079
"3"	"1"	"HI"	"PRE"	"5"	"BX"	147.0303814
"3"	"1"	"HI"	"24H"	"5"	"BX"	87.48982232
"3"	"1"	"HI"	"1WK"	"5"	"BX"	167.9546713
"3"	"1"	"HI"	"4WK"	"5"	"BX"	139.6233919
"3"	"1"	"HI"	"PRE"	"5"	"CBH"	55.76475501
"3"	"1"	"HI"	"24H"	"5"	"CBH"	37.72655033
"3"	"1"	"HI"	"1WK"	"5"	"CBH"	82.31716124
"3"	"1"	"HI"	"4WK"	"5"	"CBH"	92.27296034
"3"	"1"	"HI"	"PRE"	"5"	"LAP"	443.645816
"3"	"1"	"HI"	"24H"	"5"	"LAP"	764.3698328
"3"	"1"	"HI"	"1WK"	"5"	"LAP"	670.3542888
"3"	"1"	"HI"	"4WK"	"5"	"LAP"	708.5336989
"3"	"1"	"HI"	"PRE"	"5"	"NAG"	81.50865927
"3"	"1"	"HI"	"24H"	"5"	"NAG"	36.4344393
"3"	"1"	"HI"	"1WK"	"5"	"NAG"	60.8540314
"3"	"1"	"HI"	"4WK"	"5"	"NAG"	55.23641146
"3"	"1"	"HI"	"PRE"	"5"	"PER1"	9.582467973
"3"	"1"	"HI"	"24H"	"5"	"PER1"	15.5217656
"3"	"1"	"HI"	"1WK"	"5"	"PER1"	0.876939762
"3"	"1"	"HI"	"4WK"	"5"	"PER1"	0
"3"	"1"	"HI"	"PRE"	"5"	"PEROX"	14.86686679
"3"	"1"	"HI"	"24H"	"5"	"PEROX"	20.78689125
"3"	"1"	"HI"	"1WK"	"5"	"PEROX"	0
"3"	"1"	"HI"	"4WK"	"5"	"PEROX"	6.616240913
"3"	"1"	"HI"	"PRE"	"5"	"PHENOX"	5.284398819
"3"	"1"	"HI"	"24H"	"5"	"PHENOX"	5.265125652
"3"	"1"	"HI"	"1WK"	"5"	"PHENOX"	0
"3"	"1"	"HI"	"4WK"	"5"	"PHENOX"	8.231815175
"3"	"1"	"HI"	"PRE"	"5"	"PHOS"	38.85844846
"3"	"1"	"HI"	"24H"	"5"	"PHOS"	45.7550489
"3"	"1"	"HI"	"1WK"	"5"	"PHOS"	164.5910048
"3"	"1"	"HI"	"4WK"	"5"	"PHOS"	0
"4"	"2"	"NO"	"PRE"	"1"	"AG"	25.21310027
"4"	"2"	"NO"	"24H"	"1"	"AG"	5.832739972
"4"	"2"	"NO"	"1WK"	"1"	"AG"	42.77955894
"4"	"2"	"NO"	"4WK"	"1"	"AG"	17.26946029
"4"	"2"	"NO"	"PRE"	"1"	"BG"	398.153115
"4"	"2"	"NO"	"24H"	"1"	"BG"	303.7502058
"4"	"2"	"NO"	"1WK"	"1"	"BG"	463.2539926
"4"	"2"	"NO"	"4WK"	"1"	"BG"	487.7271416
"4"	"2"	"NO"	"PRE"	"1"	"BX"	114.7231878
"4"	"2"	"NO"	"24H"	"1"	"BX"	46.10376739
"4"	"2"	"NO"	"1WK"	"1"	"BX"	51.86880339
"4"	"2"	"NO"	"4WK"	"1"	"BX"	83.39723995
"4"	"2"	"NO"	"PRE"	"1"	"CBH"	47.84371107
"4"	"2"	"NO"	"24H"	"1"	"CBH"	20.9738565
"4"	"2"	"NO"	"1WK"	"1"	"CBH"	42.56408626
"4"	"2"	"NO"	"4WK"	"1"	"CBH"	56.28005891
"4"	"2"	"NO"	"PRE"	"1"	"LAP"	575.0416982
"4"	"2"	"NO"	"24H"	"1"	"LAP"	716.8140596
"4"	"2"	"NO"	"1WK"	"1"	"LAP"	494.0372153
"4"	"2"	"NO"	"4WK"	"1"	"LAP"	515.7969131
"4"	"2"	"NO"	"PRE"	"1"	"NAG"	61.99064332
"4"	"2"	"NO"	"24H"	"1"	"NAG"	0
"4"	"2"	"NO"	"1WK"	"1"	"NAG"	38.73633338
"4"	"2"	"NO"	"4WK"	"1"	"NAG"	25.7337563
"4"	"2"	"NO"	"PRE"	"1"	"PER1"	1.067400074
"4"	"2"	"NO"	"24H"	"1"	"PER1"	3.935773726
"4"	"2"	"NO"	"1WK"	"1"	"PER1"	6.746549381
"4"	"2"	"NO"	"4WK"	"1"	"PER1"	0
"4"	"2"	"NO"	"PRE"	"1"	"PEROX"	7.413143585
"4"	"2"	"NO"	"24H"	"1"	"PEROX"	11.35474897
"4"	"2"	"NO"	"1WK"	"1"	"PEROX"	7.651635762
"4"	"2"	"NO"	"4WK"	"1"	"PEROX"	0
"4"	"2"	"NO"	"PRE"	"1"	"PHENOX"	6.345743511
"4"	"2"	"NO"	"24H"	"1"	"PHENOX"	7.418975243
"4"	"2"	"NO"	"1WK"	"1"	"PHENOX"	0.905086381
"4"	"2"	"NO"	"4WK"	"1"	"PHENOX"	3.967189418
"4"	"2"	"NO"	"PRE"	"1"	"PHOS"	1.871253224
"4"	"2"	"NO"	"24H"	"1"	"PHOS"	0
"4"	"2"	"NO"	"1WK"	"1"	"PHOS"	63.40236234
"4"	"2"	"NO"	"4WK"	"1"	"PHOS"	0
"4"	"2"	"NO"	"PRE"	"2"	"AG"	50.77803587
"4"	"2"	"NO"	"24H"	"2"	"AG"	30.65005882
"4"	"2"	"NO"	"1WK"	"2"	"AG"	45.96329007
"4"	"2"	"NO"	"4WK"	"2"	"AG"	14.81044973
"4"	"2"	"NO"	"PRE"	"2"	"BG"	534.0985824
"4"	"2"	"NO"	"24H"	"2"	"BG"	356.5524783
"4"	"2"	"NO"	"1WK"	"2"	"BG"	405.4633592
"4"	"2"	"NO"	"4WK"	"2"	"BG"	448.5421466
"4"	"2"	"NO"	"PRE"	"2"	"BX"	128.483737
"4"	"2"	"NO"	"24H"	"2"	"BX"	68.9821502
"4"	"2"	"NO"	"1WK"	"2"	"BX"	76.63598306
"4"	"2"	"NO"	"4WK"	"2"	"BX"	87.65062571
"4"	"2"	"NO"	"PRE"	"2"	"CBH"	60.46278385
"4"	"2"	"NO"	"24H"	"2"	"CBH"	29.97640222
"4"	"2"	"NO"	"1WK"	"2"	"CBH"	48.33176774
"4"	"2"	"NO"	"4WK"	"2"	"CBH"	51.92993815
"4"	"2"	"NO"	"PRE"	"2"	"LAP"	572.3977701
"4"	"2"	"NO"	"24H"	"2"	"LAP"	553.8995219
"4"	"2"	"NO"	"1WK"	"2"	"LAP"	646.3502659
"4"	"2"	"NO"	"4WK"	"2"	"LAP"	575.8731826
"4"	"2"	"NO"	"PRE"	"2"	"NAG"	68.83255472
"4"	"2"	"NO"	"24H"	"2"	"NAG"	30.52489941
"4"	"2"	"NO"	"1WK"	"2"	"NAG"	36.32094958
"4"	"2"	"NO"	"4WK"	"2"	"NAG"	19.53223363
"4"	"2"	"NO"	"PRE"	"2"	"PER1"	0.789812224
"4"	"2"	"NO"	"24H"	"2"	"PER1"	9.132586519
"4"	"2"	"NO"	"1WK"	"2"	"PER1"	0
"4"	"2"	"NO"	"4WK"	"2"	"PER1"	0
"4"	"2"	"NO"	"PRE"	"2"	"PEROX"	3.290249491
"4"	"2"	"NO"	"24H"	"2"	"PEROX"	13.40133363
"4"	"2"	"NO"	"1WK"	"2"	"PEROX"	0.326304118
"4"	"2"	"NO"	"4WK"	"2"	"PEROX"	3.375177268
"4"	"2"	"NO"	"PRE"	"2"	"PHENOX"	2.500437268
"4"	"2"	"NO"	"24H"	"2"	"PHENOX"	4.268747115
"4"	"2"	"NO"	"1WK"	"2"	"PHENOX"	2.738380047
"4"	"2"	"NO"	"4WK"	"2"	"PHENOX"	6.808286724
"4"	"2"	"NO"	"PRE"	"2"	"PHOS"	0
"4"	"2"	"NO"	"24H"	"2"	"PHOS"	0
"4"	"2"	"NO"	"1WK"	"2"	"PHOS"	62.6021556
"4"	"2"	"NO"	"4WK"	"2"	"PHOS"	0
"4"	"2"	"NO"	"PRE"	"3"	"AG"	69.65689574
"4"	"2"	"NO"	"24H"	"3"	"AG"	0.763193058
"4"	"2"	"NO"	"1WK"	"3"	"AG"	75.66254744
"4"	"2"	"NO"	"4WK"	"3"	"AG"	24.27646393
"4"	"2"	"NO"	"PRE"	"3"	"BG"	565.8968296
"4"	"2"	"NO"	"24H"	"3"	"BG"	275.9291916
"4"	"2"	"NO"	"1WK"	"3"	"BG"	530.0951242
"4"	"2"	"NO"	"4WK"	"3"	"BG"	399.7355521
"4"	"2"	"NO"	"PRE"	"3"	"BX"	144.7062908
"4"	"2"	"NO"	"24H"	"3"	"BX"	31.40990068
"4"	"2"	"NO"	"1WK"	"3"	"BX"	123.517253
"4"	"2"	"NO"	"4WK"	"3"	"BX"	98.12491351
"4"	"2"	"NO"	"PRE"	"3"	"CBH"	74.10158209
"4"	"2"	"NO"	"24H"	"3"	"CBH"	17.869959
"4"	"2"	"NO"	"1WK"	"3"	"CBH"	67.8258053
"4"	"2"	"NO"	"4WK"	"3"	"CBH"	47.25978638
"4"	"2"	"NO"	"PRE"	"3"	"LAP"	616.2934323
"4"	"2"	"NO"	"24H"	"3"	"LAP"	547.0626245
"4"	"2"	"NO"	"1WK"	"3"	"LAP"	615.0247054
"4"	"2"	"NO"	"4WK"	"3"	"LAP"	512.5981548
"4"	"2"	"NO"	"PRE"	"3"	"NAG"	125.4560585
"4"	"2"	"NO"	"24H"	"3"	"NAG"	0
"4"	"2"	"NO"	"1WK"	"3"	"NAG"	76.87959879
"4"	"2"	"NO"	"4WK"	"3"	"NAG"	39.85247772
"4"	"2"	"NO"	"PRE"	"3"	"PER1"	0.229907596
"4"	"2"	"NO"	"24H"	"3"	"PER1"	0
"4"	"2"	"NO"	"1WK"	"3"	"PER1"	1.005711843
"4"	"2"	"NO"	"4WK"	"3"	"PER1"	0.720961021
"4"	"2"	"NO"	"PRE"	"3"	"PEROX"	6.658028032
"4"	"2"	"NO"	"24H"	"3"	"PEROX"	6.138642971
"4"	"2"	"NO"	"1WK"	"3"	"PEROX"	4.351927055
"4"	"2"	"NO"	"4WK"	"3"	"PEROX"	4.579519601
"4"	"2"	"NO"	"PRE"	"3"	"PHENOX"	6.428120436
"4"	"2"	"NO"	"24H"	"3"	"PHENOX"	9.442010094
"4"	"2"	"NO"	"1WK"	"3"	"PHENOX"	3.346215212
"4"	"2"	"NO"	"4WK"	"3"	"PHENOX"	3.85855858
"4"	"2"	"NO"	"PRE"	"3"	"PHOS"	0
"4"	"2"	"NO"	"24H"	"3"	"PHOS"	0
"4"	"2"	"NO"	"1WK"	"3"	"PHOS"	50.39961894
"4"	"2"	"NO"	"4WK"	"3"	"PHOS"	0
"4"	"2"	"NO"	"PRE"	"4"	"AG"	47.48497113
"4"	"2"	"NO"	"24H"	"4"	"AG"	13.94644858
"4"	"2"	"NO"	"1WK"	"4"	"AG"	41.01290834
"4"	"2"	"NO"	"4WK"	"4"	"AG"	35.10726085
"4"	"2"	"NO"	"PRE"	"4"	"BG"	434.3166095
"4"	"2"	"NO"	"24H"	"4"	"BG"	336.3326067
"4"	"2"	"NO"	"1WK"	"4"	"BG"	400.2035655
"4"	"2"	"NO"	"4WK"	"4"	"BG"	447.0075929
"4"	"2"	"NO"	"PRE"	"4"	"BX"	104.8719203
"4"	"2"	"NO"	"24H"	"4"	"BX"	62.78833808
"4"	"2"	"NO"	"1WK"	"4"	"BX"	69.75966722
"4"	"2"	"NO"	"4WK"	"4"	"BX"	70.2306471
"4"	"2"	"NO"	"PRE"	"4"	"CBH"	55.414339
"4"	"2"	"NO"	"24H"	"4"	"CBH"	28.56325517
"4"	"2"	"NO"	"1WK"	"4"	"CBH"	23.63874557
"4"	"2"	"NO"	"4WK"	"4"	"CBH"	49.20950049
"4"	"2"	"NO"	"PRE"	"4"	"LAP"	446.375414
"4"	"2"	"NO"	"24H"	"4"	"LAP"	614.4469518
"4"	"2"	"NO"	"1WK"	"4"	"LAP"	641.7868044
"4"	"2"	"NO"	"4WK"	"4"	"LAP"	587.6016353
"4"	"2"	"NO"	"PRE"	"4"	"NAG"	55.00227755
"4"	"2"	"NO"	"24H"	"4"	"NAG"	41.17998254
"4"	"2"	"NO"	"1WK"	"4"	"NAG"	30.2186044
"4"	"2"	"NO"	"4WK"	"4"	"NAG"	20.56159399
"4"	"2"	"NO"	"PRE"	"4"	"PER1"	7.005472879
"4"	"2"	"NO"	"24H"	"4"	"PER1"	7.689773193
"4"	"2"	"NO"	"1WK"	"4"	"PER1"	2.843831147
"4"	"2"	"NO"	"4WK"	"4"	"PER1"	6.431264939
"4"	"2"	"NO"	"PRE"	"4"	"PEROX"	8.280390161
"4"	"2"	"NO"	"24H"	"4"	"PEROX"	11.19439215
"4"	"2"	"NO"	"1WK"	"4"	"PEROX"	3.962826309
"4"	"2"	"NO"	"4WK"	"4"	"PEROX"	4.274924632
"4"	"2"	"NO"	"PRE"	"4"	"PHENOX"	1.274917282
"4"	"2"	"NO"	"24H"	"4"	"PHENOX"	3.504618954
"4"	"2"	"NO"	"1WK"	"4"	"PHENOX"	1.118995162
"4"	"2"	"NO"	"4WK"	"4"	"PHENOX"	0
"4"	"2"	"NO"	"PRE"	"4"	"PHOS"	0
"4"	"2"	"NO"	"24H"	"4"	"PHOS"	0
"4"	"2"	"NO"	"1WK"	"4"	"PHOS"	1.491020171
"4"	"2"	"NO"	"4WK"	"4"	"PHOS"	0
"4"	"2"	"NO"	"PRE"	"5"	"AG"	43.89250141
"4"	"2"	"NO"	"24H"	"5"	"AG"	11.76436146
"4"	"2"	"NO"	"1WK"	"5"	"AG"	31.33332507
"4"	"2"	"NO"	"4WK"	"5"	"AG"	40.00600755
"4"	"2"	"NO"	"PRE"	"5"	"BG"	464.5353276
"4"	"2"	"NO"	"24H"	"5"	"BG"	366.6182596
"4"	"2"	"NO"	"1WK"	"5"	"BG"	465.1597425
"4"	"2"	"NO"	"4WK"	"5"	"BG"	541.8054821
"4"	"2"	"NO"	"PRE"	"5"	"BX"	97.71393068
"4"	"2"	"NO"	"24H"	"5"	"BX"	61.03261814
"4"	"2"	"NO"	"1WK"	"5"	"BX"	65.40839876
"4"	"2"	"NO"	"4WK"	"5"	"BX"	92.82604799
"4"	"2"	"NO"	"PRE"	"5"	"CBH"	50.28184315
"4"	"2"	"NO"	"24H"	"5"	"CBH"	29.97240701
"4"	"2"	"NO"	"1WK"	"5"	"CBH"	29.09133449
"4"	"2"	"NO"	"4WK"	"5"	"CBH"	62.2174223
"4"	"2"	"NO"	"PRE"	"5"	"LAP"	463.6905979
"4"	"2"	"NO"	"24H"	"5"	"LAP"	517.6487037
"4"	"2"	"NO"	"1WK"	"5"	"LAP"	685.5919169
"4"	"2"	"NO"	"4WK"	"5"	"LAP"	667.9143927
"4"	"2"	"NO"	"PRE"	"5"	"NAG"	66.054206
"4"	"2"	"NO"	"24H"	"5"	"NAG"	0
"4"	"2"	"NO"	"1WK"	"5"	"NAG"	49.39561707
"4"	"2"	"NO"	"4WK"	"5"	"NAG"	39.40581201
"4"	"2"	"NO"	"PRE"	"5"	"PER1"	9.150554027
"4"	"2"	"NO"	"24H"	"5"	"PER1"	0
"4"	"2"	"NO"	"1WK"	"5"	"PER1"	3.065317068
"4"	"2"	"NO"	"4WK"	"5"	"PER1"	1.059729243
"4"	"2"	"NO"	"PRE"	"5"	"PEROX"	9.049720058
"4"	"2"	"NO"	"24H"	"5"	"PEROX"	0
"4"	"2"	"NO"	"1WK"	"5"	"PEROX"	5.164079162
"4"	"2"	"NO"	"4WK"	"5"	"PEROX"	7.908267781
"4"	"2"	"NO"	"PRE"	"5"	"PHENOX"	0
"4"	"2"	"NO"	"24H"	"5"	"PHENOX"	0
"4"	"2"	"NO"	"1WK"	"5"	"PHENOX"	2.098762094
"4"	"2"	"NO"	"4WK"	"5"	"PHENOX"	6.848538538
"4"	"2"	"NO"	"PRE"	"5"	"PHOS"	0
"4"	"2"	"NO"	"24H"	"5"	"PHOS"	0
"4"	"2"	"NO"	"1WK"	"5"	"PHOS"	89.36170908
"4"	"2"	"NO"	"4WK"	"5"	"PHOS"	0
"5"	"2"	"LO"	"PRE"	"1"	"AG"	22.65337228
"5"	"2"	"LO"	"24H"	"1"	"AG"	9.665539647
